site,y.1,y.2,y.3,year,c.year,SITE,POINT,WMA,allgrss100,trees100,jdate.1,jdate.2,jdate.3,obs.1,obs.2,obs.3,minutes.1,minutes.2,minutes.3,cloud.1,cloud.2,cloud.3,wind.1,wind.2,wind.3,temp.1,temp.2,temp.3
WANA.5,0,0,0,3,2012,WANA.5,5,WANA,0.242066,0.0110768,12143,12164,12192,JDW,JDW,CRG,441,431,418,5,30,0,5.2,3.5,1.4,15.8,12,18.1
WANA.6,0,0,0,3,2012,WANA.6,6,WANA,0.240761,0.0108858,12143,12164,12192,JDW,JDW,CRG,383,485,529,5,20,0,7.1,5.5,1,15.6,16.1,27.5
WANA.7,0,0,0,3,2012,WANA.7,7,WANA,0.254321,0.0102174,12143,12164,12192,JDW,JDW,CRG,483,394,386,0,25,0,5.2,0.7,1.9,17.3,13.7,17.5
WANA.8,0,0,0,3,2012,WANA.8,8,WANA,0.248655,0.00935799,12143,12164,12192,JDW,JDW,CRG,470,406,406,0,25,0,8.8,3.1,2.5,16.7,11.4,16.3
WANA.9,0,0,0,3,2012,WANA.9,9,WANA,0.227838,0.0124773,12143,12164,12192,JDW,JDW,CRG,424,445,510,10,85,0,6.9,3.5,0.8,15.5,13,23
WFRONT.1,0,0,0,3,2012,WFRONT.1,1,WFRONT,0.182704,0.00381959,12125,12156,12176,JDW,JDW,JDW,440,465,433,100,0,0,3.2,3,0.6,18.7,21.5,21.7
WFRONT.2,0,1,1,3,2012,WFRONT.2,2,WFRONT,0.222905,0.00321482,12125,12156,12176,JDW,JDW,JDW,519,384,509,100,0,0,4.7,1.4,3.8,20.3,20.5,24
WFRONT.3,1,0,1,3,2012,WFRONT.3,3,WFRONT,0.114779,0.00394691,12125,12156,12176,JDW,JDW,JDW,479,441,472,100,0,0,2.9,0.9,4.3,18.1,20.2,22.6
WFRONT.4,0,0,0,3,2012,WFRONT.4,4,WFRONT,0.153165,0.0037241,12125,12156,12176,JDW,JDW,JDW,453,414,447,100,0,0,4.1,0.7,3.1,18.5,20.9,21
WFRONT.5,0,0,1,3,2012,WFRONT.5,5,WFRONT,0.124359,0.00366044,12125,12156,12176,JDW,JDW,JDW,466,427,458,100,0,0,4.4,0.8,4,18.8,24.9,21.3
WFRONT.6,0,0,1,3,2012,WFRONT.6,6,WFRONT,0.198014,0.00346946,12125,12156,12176,JDW,JDW,JDW,507,399,498,100,0,0,4.6,2.3,3.5,19.4,16.6,23
WFRONT.7,0,0,0,3,2012,WFRONT.7,7,WFRONT,0.208422,0.00381959,12125,12156,12176,JDW,JDW,JDW,429,476,422,100,0,0,3.2,2.9,2.1,18.1,22.3,19.9
WFRONT.8,0,1,0,3,2012,WFRONT.8,8,WFRONT,0.274565,0.00305567,12125,12156,12176,JDW,JDW,JDW,401,504,394,0,0,0,2,3.3,0,19.7,23.5,21.2
WFRONT.9,0,0,0,3,2012,WFRONT.9,9,WFRONT,0.259796,0.00321482,12125,12156,12176,JDW,JDW,JDW,414,490,408,0,0,0,2.6,4.1,1.7,20.5,22.8,20.5
